geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0048304,positive regulation of isotype switching to IgG isotypes,http://amigo.geneontology.org/amigo/term/GO:0048304,10,3,0.154696133,19.39285714,4.05E-04,0.015464439,958;3558;5788,ENSG00000109471;ENSG00000101017;ENSG00000081237
GO:0050708,regulation of protein secretion,http://amigo.geneontology.org/amigo/term/GO:0050708,431,17,6.667403315,2.549718263,4.07E-04,0.015486783,640;958;1813;1815;2044;3382;3558;3586;3717;5781;7128;7292;9474;27159;55024;64135;192683,ENSG00000136573;ENSG00000198794;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000003147;ENSG00000136634;ENSG00000145242;ENSG00000118503;ENSG00000115267;ENSG00000153064;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000149295;ENSG00000276825
GO:0009607,response to biotic stimulus,http://amigo.geneontology.org/amigo/term/GO:0009607,910,28,14.07734807,1.989010989,4.09E-04,0.015491387,356;941;942;949;958;1130;2672;3451;3559;3586;3595;3609;3654;3663;3717;3727;5788;6367;7128;7187;7292;9474;9641;22806;55024;64135;79155;254827,ENSG00000143669;ENSG00000234829;ENSG00000129351;ENSG00000162676;ENSG00000168884;ENSG00000184216;ENSG00000096968;ENSG00000117560;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000081985;ENSG00000136634;ENSG00000177694;ENSG00000118503;ENSG00000134460;ENSG00000115267;ENSG00000153064;ENSG00000128604;ENSG00000131323;ENSG00000073060;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000263528;ENSG00000102962;ENSG00000130522
GO:0042098,T cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0042098,176,10,2.722651934,3.67288961,4.21E-04,0.015890039,941;942;1493;2064;3558;3559;3586;5788;7292;59067,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:0000122,negative regulation of transcription by RNA polymerase II,http://amigo.geneontology.org/amigo/term/GO:0000122,822,26,12.7160221,2.044664581,4.39E-04,0.016478245,190;356;639;2672;3727;4261;5017;5468;5469;6310;6774;6932;8013;8538;8626;10499;11278;23030;23081;28996;51176;51513;60468;84159;146198;221895,ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000124788;ENSG00000169297;ENSG00000057657;ENSG00000010030;ENSG00000179583;ENSG00000073282;ENSG00000117560;ENSG00000127663;ENSG00000184939;ENSG00000153814;ENSG00000064393;ENSG00000112182;ENSG00000172818;ENSG00000043039;ENSG00000150347;ENSG00000081059;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000107077;ENSG00000130522;ENSG00000118922
GO:0002221,pattern recognition receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0002221,178,10,2.75359116,3.631621188,4.61E-04,0.017227883,2672;3654;3684;7128;7187;9258;9641;10318;64135;79155,ENSG00000145901;ENSG00000162676;ENSG00000168884;ENSG00000147324;ENSG00000184216;ENSG00000169896;ENSG00000118503;ENSG00000285022;ENSG00000115267;ENSG00000131323;ENSG00000263528
GO:0034101,erythrocyte homeostasis,http://amigo.geneontology.org/amigo/term/GO:0034101,117,8,1.809944751,4.42002442,4.69E-04,0.017464854,2113;3717;3815;5469;6774;9258;10320;28996,ENSG00000185811;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000147324;ENSG00000096968;ENSG00000285022;ENSG00000064393;ENSG00000134954
GO:0033002,muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0033002,180,10,2.784530387,3.591269841,5.03E-04,0.018654924,1027;3586;3654;3717;5468;5592;6774;7015;7128;8013,ENSG00000168610;ENSG00000184216;ENSG00000096968;ENSG00000136634;ENSG00000118503;ENSG00000164362;ENSG00000111276;ENSG00000185532;ENSG00000132170;ENSG00000119508
GO:0010629,negative regulation of gene expression,http://amigo.geneontology.org/amigo/term/GO:0010629,1712,44,26.4839779,1.661381842,5.07E-04,0.018711045,190;356;639;1027;1601;1609;1656;2619;2672;3609;3727;4261;4853;4855;5017;5468;5469;6224;6310;6774;6932;7015;7292;8013;8110;8538;8559;8626;9887;10320;10499;10847;11044;11278;23030;23081;28996;51176;51513;55024;60468;84159;146198;221895,ENSG00000185811;ENSG00000116698;ENSG00000129351;ENSG00000162676;ENSG00000165630;ENSG00000125686;ENSG00000168610;ENSG00000008988;ENSG00000124788;ENSG00000169297;ENSG00000057657;ENSG00000010030;ENSG00000179583;ENSG00000073282;ENSG00000112941;ENSG00000117560;ENSG00000127663;ENSG00000117586;ENSG00000153071;ENSG00000184939;ENSG00000153814;ENSG00000205683;ENSG00000064393;ENSG00000112182;ENSG00000172818;ENSG00000153064;ENSG00000043039;ENSG00000164362;ENSG00000110367;ENSG00000111276;ENSG00000145214;ENSG00000150347;ENSG00000080603;ENSG00000081059;ENSG00000132170;ENSG00000180447;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000107077;ENSG00000130522;ENSG00000118922;ENSG00000134250
GO:0042060,wound healing,http://amigo.geneontology.org/amigo/term/GO:0042060,522,19,8.075138122,2.35290093,5.09E-04,0.018714043,949;958;1027;1609;2064;2113;2191;3451;3717;3936;4855;5328;5592;5781;5890;7128;55604;57216;113146,ENSG00000141736;ENSG00000079691;ENSG00000234829;ENSG00000136167;ENSG00000185567;ENSG00000122861;ENSG00000096968;ENSG00000182185;ENSG00000101017;ENSG00000078098;ENSG00000162738;ENSG00000118503;ENSG00000111276;ENSG00000073060;ENSG00000179295;ENSG00000145214;ENSG00000185532;ENSG00000204301;ENSG00000134954
GO:0019220,regulation of phosphate metabolic process,http://amigo.geneontology.org/amigo/term/GO:0019220,1662,43,25.71049724,1.672468626,5.16E-04,0.018901311,941;949;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;2885;3451;3558;3654;3717;3815;4249;4853;5334;5781;5788;6367;6774;7128;8844;9258;9518;9770;9887;10318;28996;51074;51755;55024;55140;57216;59067;64754;121665;200734,ENSG00000145901;ENSG00000141736;ENSG00000116698;ENSG00000234829;ENSG00000157404;ENSG00000177885;ENSG00000157837;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000115896;ENSG00000134014;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000118503;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000152127;ENSG00000153064;ENSG00000111276;ENSG00000073060;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0045621,positive regulation of lymphocyte differentiation,http://amigo.geneontology.org/amigo/term/GO:0045621,91,7,1.407734807,4.972527473,5.23E-04,0.019053685,941;942;3558;3559;3575;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:0007219,Notch signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0007219,181,10,2.8,3.571428571,5.25E-04,0.019053685,1027;3559;3815;4853;4855;6774;8626;27255;28514;157285,ENSG00000157404;ENSG00000168610;ENSG00000073282;ENSG00000275342;ENSG00000134460;ENSG00000111276;ENSG00000204301;ENSG00000134115;ENSG00000134250;ENSG00000198719
GO:0006915,apoptotic process,http://amigo.geneontology.org/amigo/term/GO:0006915,1871,47,28.94364641,1.623845155,5.26E-04,0.019053685,356;958;1027;1493;1601;2044;2064;2191;2619;3092;3558;3559;3575;3586;3654;3663;3717;3815;4853;5468;5469;5788;6774;7015;7128;7187;8013;8626;8997;9474;9518;9641;9770;22806;27159;28514;28996;29949;51074;51176;54806;55332;57118;79155;84299;115584;219790,ENSG00000141736;ENSG00000136048;ENSG00000157404;ENSG00000127946;ENSG00000182010;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000163599;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000136634;ENSG00000078098;ENSG00000145242;ENSG00000118503;ENSG00000168685;ENSG00000160145;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000141741;ENSG00000158865;ENSG00000128604;ENSG00000131323;ENSG00000164362;ENSG00000111276;ENSG00000135541;ENSG00000057663;ENSG00000134216;ENSG00000183049;ENSG00000081237;ENSG00000161405;ENSG00000132170;ENSG00000180447;ENSG00000119508;ENSG00000263528;ENSG00000138795;ENSG00000134250;ENSG00000198719
GO:0051174,regulation of phosphorus metabolic process,http://amigo.geneontology.org/amigo/term/GO:0051174,1664,43,25.74143646,1.670458448,5.29E-04,0.019071062,941;949;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;2885;3451;3558;3654;3717;3815;4249;4853;5334;5781;5788;6367;6774;7128;8844;9258;9518;9770;9887;10318;28996;51074;51755;55024;55140;57216;59067;64754;121665;200734,ENSG00000145901;ENSG00000141736;ENSG00000116698;ENSG00000234829;ENSG00000157404;ENSG00000177885;ENSG00000157837;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000115896;ENSG00000134014;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000118503;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000152127;ENSG00000153064;ENSG00000111276;ENSG00000073060;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0045830,positive regulation of isotype switching,http://amigo.geneontology.org/amigo/term/GO:0045830,25,4,0.386740331,10.34285714,5.48E-04,0.019633726,958;3558;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000081237
GO:0001959,regulation of cytokine-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0001959,150,9,2.320441989,3.878571429,5.49E-04,0.019633726,1997;2672;3654;3717;5468;5469;5781;5788;7128,ENSG00000162676;ENSG00000125686;ENSG00000184216;ENSG00000096968;ENSG00000118503;ENSG00000179295;ENSG00000081237;ENSG00000132170;ENSG00000120690
GO:0008285,negative regulation of cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0008285,655,22,10.13259669,2.171210469,5.55E-04,0.019633726,941;942;1027;1445;1493;1813;2064;2113;2191;3558;3559;3586;3717;5017;5468;5469;5592;6774;7015;7128;8935;28514,ENSG00000141736;ENSG00000125686;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000121594;ENSG00000136634;ENSG00000103653;ENSG00000078098;ENSG00000118503;ENSG00000134460;ENSG00000172818;ENSG00000164362;ENSG00000111276;ENSG00000114013;ENSG00000149295;ENSG00000185532;ENSG00000132170;ENSG00000005020;ENSG00000198719;ENSG00000134954
GO:2000147,positive regulation of cell motility,http://amigo.geneontology.org/amigo/term/GO:2000147,484,18,7.487292818,2.4040732,5.55E-04,0.019633726,949;958;1601;2113;3717;3815;3918;4249;5328;5788;6774;7015;8013;51176;55140;55604;57118;84299,ENSG00000079691;ENSG00000157404;ENSG00000168610;ENSG00000122861;ENSG00000096968;ENSG00000058085;ENSG00000134014;ENSG00000101017;ENSG00000153071;ENSG00000141741;ENSG00000152127;ENSG00000164362;ENSG00000073060;ENSG00000183049;ENSG00000081237;ENSG00000119508;ENSG00000138795;ENSG00000134954
GO:0007498,mesoderm development,http://amigo.geneontology.org/amigo/term/GO:0007498,120,8,1.856353591,4.30952381,5.56E-04,0.019633726,3717;5017;8013;8516;8626;10320;22806;51176,ENSG00000185811;ENSG00000073282;ENSG00000096968;ENSG00000077943;ENSG00000172818;ENSG00000161405;ENSG00000119508;ENSG00000138795
GO:0042102,positive regulation of T cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0042102,92,7,1.42320442,4.918478261,5.59E-04,0.019674563,941;942;3558;3559;5788;7292;59067,ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:0048662,negative regulation of smooth muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0048662,44,5,0.680662983,7.345779221,5.65E-04,0.019814878,1027;3586;5468;5592;7128,ENSG00000136634;ENSG00000118503;ENSG00000111276;ENSG00000185532;ENSG00000132170
GO:0048839,inner ear development,http://amigo.geneontology.org/amigo/term/GO:0048839,183,10,2.830939227,3.532396565,5.73E-04,0.02000037,1027;5781;8013;8516;9474;28514;54806;57216;64072;80736,ENSG00000228263;ENSG00000107736;ENSG00000204385;ENSG00000162738;ENSG00000077943;ENSG00000111276;ENSG00000135541;ENSG00000179295;ENSG00000057663;ENSG00000119508;ENSG00000198719
GO:0008593,regulation of Notch signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0008593,93,7,1.438674033,4.865591398,5.96E-04,0.020678354,3815;4855;6774;8626;27255;28514;157285,ENSG00000157404;ENSG00000168610;ENSG00000073282;ENSG00000275342;ENSG00000204301;ENSG00000134115;ENSG00000198719
GO:0000018,regulation of DNA recombination,http://amigo.geneontology.org/amigo/term/GO:0000018,93,7,1.438674033,4.865591398,5.96E-04,0.020678354,958;3558;3575;3586;5788;7292;22891,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000168685;ENSG00000081237;ENSG00000285551
GO:0043406,positive regulation of MAP kinase activity,http://amigo.geneontology.org/amigo/term/GO:0043406,254,12,3.929281768,3.053993251,6.16E-04,0.02118834,958;1445;1815;2064;2690;3654;3717;3815;5781;5788;9518;57216,ENSG00000141736;ENSG00000157404;ENSG00000184216;ENSG00000096968;ENSG00000101017;ENSG00000130513;ENSG00000103653;ENSG00000162738;ENSG00000179295;ENSG00000081237;ENSG00000276825;ENSG00000112964
GO:0032675,regulation of interleukin-6 production,http://amigo.geneontology.org/amigo/term/GO:0032675,122,8,1.887292818,4.238875878,6.20E-04,0.02118834,1445;3586;5781;6774;7128;7292;55024;64135,ENSG00000168610;ENSG00000117586;ENSG00000136634;ENSG00000103653;ENSG00000118503;ENSG00000115267;ENSG00000153064;ENSG00000179295
GO:0031348,negative regulation of defense response,http://amigo.geneontology.org/amigo/term/GO:0031348,185,10,2.861878453,3.494208494,6.23E-04,0.02118834,1813;2113;3558;3559;3586;5468;5788;7128;9258;10906,ENSG00000135148;ENSG00000147324;ENSG00000109471;ENSG00000136634;ENSG00000118503;ENSG00000285022;ENSG00000134460;ENSG00000149295;ENSG00000081237;ENSG00000132170;ENSG00000134954
GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,http://amigo.geneontology.org/amigo/term/GO:0002204,45,5,0.696132597,7.182539683,6.28E-04,0.02118834,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0002208,somatic diversification of immunoglobulins involved in immune response,http://amigo.geneontology.org/amigo/term/GO:0002208,45,5,0.696132597,7.182539683,6.28E-04,0.02118834,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0045190,isotype switching,http://amigo.geneontology.org/amigo/term/GO:0045190,45,5,0.696132597,7.182539683,6.28E-04,0.02118834,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0061614,pri-miRNA transcription by RNA polymerase II,http://amigo.geneontology.org/amigo/term/GO:0061614,45,5,0.696132597,7.182539683,6.28E-04,0.02118834,2113;3586;5468;6774;7015,ENSG00000168610;ENSG00000136634;ENSG00000164362;ENSG00000132170;ENSG00000134954
GO:0002790,peptide secretion,http://amigo.geneontology.org/amigo/term/GO:0002790,574,20,8.879558011,2.25236436,6.30E-04,0.02118834,640;818;958;1813;1815;2044;3382;3558;3586;3717;5781;6343;7128;7292;8997;9474;27159;55024;64135;192683,ENSG00000136573;ENSG00000198794;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000003147;ENSG00000136634;ENSG00000148660;ENSG00000145242;ENSG00000118503;ENSG00000160145;ENSG00000115267;ENSG00000153064;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000149295;ENSG00000276825;ENSG00000070031
GO:0032660,regulation of interleukin-17 production,http://amigo.geneontology.org/amigo/term/GO:0032660,26,4,0.402209945,9.945054945,6.39E-04,0.021428632,3558;7292;59067;114836,ENSG00000162739;ENSG00000109471;ENSG00000117586;ENSG00000138684
GO:0002705,positive regulation of leukocyte mediated immunity,http://amigo.geneontology.org/amigo/term/GO:0002705,123,8,1.902762431,4.204413473,6.54E-04,0.021849739,958;3558;3684;5788;7292;8807;59067;114836,ENSG00000162739;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000138684;ENSG00000115607;ENSG00000081237
GO:0042325,regulation of phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0042325,1477,39,22.84861878,1.706886546,6.58E-04,0.021891691,941;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;2885;3451;3558;3654;3717;3815;4853;5334;5781;5788;6367;6774;7128;8844;9258;9518;9770;10318;28996;51074;51755;55024;55140;57216;59067;64754;200734,ENSG00000145901;ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000177885;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000115896;ENSG00000134014;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000118503;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000153064;ENSG00000111276;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0002377,immunoglobulin production,http://amigo.geneontology.org/amigo/term/GO:0002377,95,7,1.46961326,4.763157895,6.78E-04,0.022465419,958;3119;3558;3575;3586;5788;7292,ENSG00000231286;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000168685;ENSG00000081237
GO:0050728,negative regulation of inflammatory response,http://amigo.geneontology.org/amigo/term/GO:0050728,124,8,1.918232044,4.170506912,6.90E-04,0.022715192,2113;3558;3559;3586;5468;5788;7128;9258,ENSG00000147324;ENSG00000109471;ENSG00000136634;ENSG00000118503;ENSG00000285022;ENSG00000134460;ENSG00000081237;ENSG00000132170;ENSG00000134954
GO:0046834,lipid phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0046834,124,8,1.918232044,4.170506912,6.90E-04,0.022715192,941;942;1609;2064;2885;3815;5781;29851,ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000121594;ENSG00000179295;ENSG00000145214;ENSG00000114013;ENSG00000163600
GO:0030099,myeloid cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0030099,373,15,5.770165746,2.599578705,7.28E-04,0.023868922,2113;3717;3815;4853;5468;5469;5781;6774;8013;9258;9770;10320;28514;28996;51176,ENSG00000185811;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000147324;ENSG00000096968;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000179295;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000134250;ENSG00000198719;ENSG00000134954
GO:0051272,positive regulation of cellular component movement,http://amigo.geneontology.org/amigo/term/GO:0051272,496,18,7.672928177,2.345910138,7.38E-04,0.024050448,949;958;1601;2113;3717;3815;3918;4249;5328;5788;6774;7015;8013;51176;55140;55604;57118;84299,ENSG00000079691;ENSG00000157404;ENSG00000168610;ENSG00000122861;ENSG00000096968;ENSG00000058085;ENSG00000134014;ENSG00000101017;ENSG00000153071;ENSG00000141741;ENSG00000152127;ENSG00000164362;ENSG00000073060;ENSG00000183049;ENSG00000081237;ENSG00000119508;ENSG00000138795;ENSG00000134954
GO:2001024,negative regulation of response to drug,http://amigo.geneontology.org/amigo/term/GO:2001024,27,4,0.417679558,9.576719577,7.42E-04,0.024050448,1813;3586;5781;8013,ENSG00000136634;ENSG00000179295;ENSG00000149295;ENSG00000119508
GO:0045589,regulation of regulatory T cell differentiation,http://amigo.geneontology.org/amigo/term/GO:0045589,27,4,0.417679558,9.576719577,7.42E-04,0.024050448,1493;3558;3559;7292,ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000134460
GO:0050671,positive regulation of lymphocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0050671,126,8,1.949171271,4.10430839,7.67E-04,0.024572527,941;942;958;3558;3559;5788;7292;59067,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:1904019,epithelial cell apoptotic process,http://amigo.geneontology.org/amigo/term/GO:1904019,97,7,1.500552486,4.664948454,7.68E-04,0.024572527,356;958;3586;3717;7015;7128;79155,ENSG00000168884;ENSG00000096968;ENSG00000117560;ENSG00000101017;ENSG00000136634;ENSG00000118503;ENSG00000164362
GO:0002708,positive regulation of lymphocyte mediated immunity,http://amigo.geneontology.org/amigo/term/GO:0002708,97,7,1.500552486,4.664948454,7.68E-04,0.024572527,958;3558;5788;7292;8807;59067;114836,ENSG00000162739;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000138684;ENSG00000115607;ENSG00000081237
GO:0016447,somatic recombination of immunoglobulin gene segments,http://amigo.geneontology.org/amigo/term/GO:0016447,47,5,0.727071823,6.876899696,7.69E-04,0.024572527,958;3558;3586;5788;7292,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237
GO:0009611,response to wounding,http://amigo.geneontology.org/amigo/term/GO:0009611,629,21,9.73038674,2.158187599,8.00E-04,0.025491077,949;958;1027;1609;1813;2064;2113;2191;3451;3586;3717;3936;4855;5328;5592;5781;5890;7128;55604;57216;113146,ENSG00000141736;ENSG00000079691;ENSG00000234829;ENSG00000136167;ENSG00000185567;ENSG00000122861;ENSG00000096968;ENSG00000182185;ENSG00000101017;ENSG00000136634;ENSG00000078098;ENSG00000162738;ENSG00000118503;ENSG00000111276;ENSG00000073060;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000185532;ENSG00000204301;ENSG00000134954
GO:0032946,positive regulation of mononuclear cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0032946,127,8,1.964640884,4.071991001,8.08E-04,0.025650106,941;942;958;3558;3559;5788;7292;59067,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:0032101,regulation of response to external stimulus,http://amigo.geneontology.org/amigo/term/GO:0032101,765,24,11.83425414,2.028011204,8.19E-04,0.025917698,717;735;1027;1813;2113;2191;3075;3558;3559;3586;3684;3717;5328;5468;5469;5592;5788;7128;7187;7292;9258;10318;57118;59067,ENSG00000145901;ENSG00000166278;ENSG00000125686;ENSG00000113600;ENSG00000147324;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000138684;ENSG00000136634;ENSG00000078098;ENSG00000118503;ENSG00000285022;ENSG00000134460;ENSG00000131323;ENSG00000111276;ENSG00000183049;ENSG00000149295;ENSG00000081237;ENSG00000185532;ENSG00000132170;ENSG00000231543;ENSG00000000971;ENSG00000134954
GO:0071222,cellular response to lipopolysaccharide,http://amigo.geneontology.org/amigo/term/GO:0071222,192,10,2.970165746,3.366815476,8.30E-04,0.025985511,941;942;949;958;2672;3586;3654;7128;7292;79155,ENSG00000162676;ENSG00000168884;ENSG00000184216;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000073060;ENSG00000114013
GO:0001763,morphogenesis of a branching structure,http://amigo.geneontology.org/amigo/term/GO:0001763,192,10,2.970165746,3.366815476,8.30E-04,0.025985511,473;639;1813;2885;3586;4855;5469;8626;51176;57216,ENSG00000177885;ENSG00000125686;ENSG00000142599;ENSG00000057657;ENSG00000073282;ENSG00000136634;ENSG00000162738;ENSG00000149295;ENSG00000138795;ENSG00000204301
GO:0002703,regulation of leukocyte mediated immunity,http://amigo.geneontology.org/amigo/term/GO:0002703,192,10,2.970165746,3.366815476,8.30E-04,0.025985511,958;3558;3575;3586;3684;5788;7292;8807;59067;114836,ENSG00000162739;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000138684;ENSG00000136634;ENSG00000168685;ENSG00000115607;ENSG00000081237
GO:0016477,cell migration,http://amigo.geneontology.org/amigo/term/GO:0016477,1344,36,20.79116022,1.731505102,8.37E-04,0.026126255,473;949;958;1130;1601;1813;2113;2191;2885;3586;3684;3717;3815;3918;3936;4249;5328;5468;5592;5781;5788;6367;6774;7015;7128;8013;23294;23380;51176;55140;55604;57118;57216;84159;84299;157285,ENSG00000079691;ENSG00000143669;ENSG00000157404;ENSG00000177885;ENSG00000136167;ENSG00000168610;ENSG00000142599;ENSG00000122861;ENSG00000096968;ENSG00000058085;ENSG00000064999;ENSG00000169896;ENSG00000134014;ENSG00000101017;ENSG00000153071;ENSG00000136634;ENSG00000275342;ENSG00000078098;ENSG00000162738;ENSG00000118503;ENSG00000266028;ENSG00000141741;ENSG00000152127;ENSG00000164362;ENSG00000073060;ENSG00000179295;ENSG00000183049;ENSG00000150347;ENSG00000149295;ENSG00000081237;ENSG00000185532;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000102962;ENSG00000134954
GO:1903507,negative regulation of nucleic acid-templated transcription,http://amigo.geneontology.org/amigo/term/GO:1903507,1196,33,18.50165746,1.783623985,8.51E-04,0.026471828,190;356;473;639;1027;1601;2672;3609;3727;4261;5017;5468;5469;6310;6774;6932;7292;8013;8110;8538;8626;10320;10499;11278;23030;23081;28996;51176;51513;60468;84159;146198;221895,ENSG00000185811;ENSG00000129351;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000124788;ENSG00000169297;ENSG00000142599;ENSG00000057657;ENSG00000010030;ENSG00000179583;ENSG00000073282;ENSG00000117560;ENSG00000127663;ENSG00000117586;ENSG00000153071;ENSG00000184939;ENSG00000153814;ENSG00000205683;ENSG00000064393;ENSG00000112182;ENSG00000172818;ENSG00000043039;ENSG00000111276;ENSG00000150347;ENSG00000081059;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000107077;ENSG00000130522;ENSG00000118922
GO:0032870,cellular response to hormone stimulus,http://amigo.geneontology.org/amigo/term/GO:0032870,677,22,10.47292818,2.100654146,8.58E-04,0.026596785,190;1445;1601;2690;2885;3586;3717;3727;3815;5468;5469;5781;6774;7292;7332;8013;8626;9518;10499;51176;64754;81606,ENSG00000157404;ENSG00000185651;ENSG00000177885;ENSG00000125686;ENSG00000168610;ENSG00000169297;ENSG00000073282;ENSG00000096968;ENSG00000117586;ENSG00000130513;ENSG00000153071;ENSG00000213626;ENSG00000136634;ENSG00000103653;ENSG00000185420;ENSG00000179295;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000130522;ENSG00000112964
