ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
218544_s_at,3.01E-01,2.07E-01,1.283513,-5.7219771,0.1299543,RCL1,RNA terminal phosphate cyclase like 1
205891_at,3.02E-01,2.07E-01,-1.283138,-5.7224401,-0.1849554,ADORA2B,adenosine A2b receptor
209838_at,3.02E-01,2.07E-01,-1.283011,-5.7225965,-0.2466023,COPS2,COP9 signalosome subunit 2
203966_s_at,3.02E-01,2.07E-01,1.282539,-5.7231794,0.2269038,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A"
202710_at,3.02E-01,2.08E-01,-1.281839,-5.724043,-0.2267237,BET1,Bet1 golgi vesicular membrane trafficking protein
206466_at,3.02E-01,2.08E-01,1.281839,-5.7240435,0.5616672,ACSBG1,acyl-CoA synthetase bubblegum family member 1
211377_x_at,3.02E-01,2.08E-01,-1.281534,-5.7244196,-0.293193,MYCN,v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog
219585_at,3.02E-01,2.08E-01,-1.281301,-5.7247069,-0.5161873,CCDC28B,coiled-coil domain containing 28B
219104_at,3.03E-01,2.08E-01,1.28089,-5.7252132,0.2782917,RNF141,ring finger protein 141
200776_s_at,3.03E-01,2.08E-01,-1.2807,-5.7254474,-0.1843606,BZW1,basic leucine zipper and W2 domains 1
205697_at,3.03E-01,2.08E-01,-1.280561,-5.7256193,-0.5505737,SCGN,"secretagogin, EF-hand calcium binding protein"
220188_at,3.03E-01,2.08E-01,-1.280093,-5.726196,-0.6257684,JPH3,junctophilin 3
215737_x_at,3.03E-01,2.08E-01,-1.280033,-5.7262696,-0.1357968,USF2,"upstream transcription factor 2, c-fos interacting"
206480_at,3.03E-01,2.08E-01,-1.27981,-5.7265437,-0.4710056,LTC4S,leukotriene C4 synthase
201993_x_at,3.03E-01,2.09E-01,-1.279271,-5.7272084,-0.136302,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
213217_at,3.03E-01,2.09E-01,-1.279154,-5.7273523,-0.4269004,ADCY2,adenylate cyclase 2
221987_s_at,3.03E-01,2.09E-01,1.279066,-5.7274599,0.2075,TSR1,"TSR1, ribosome maturation factor"
207655_s_at,3.03E-01,2.09E-01,-1.278904,-5.7276594,-0.3598635,BLNK,B-cell linker
205126_at,3.03E-01,2.09E-01,1.278877,-5.7276926,0.1498396,VRK2,vaccinia related kinase 2
209650_s_at,3.03E-01,2.09E-01,1.278794,-5.7277955,0.3109734,TBC1D22A,TBC1 domain family member 22A
205984_at,3.04E-01,2.09E-01,-1.278373,-5.7283133,-0.5862341,CRHBP,corticotropin releasing hormone binding protein
218714_at,3.04E-01,2.09E-01,-1.27835,-5.728342,-0.1504544,PRR14,proline rich 14
217297_s_at,3.04E-01,2.09E-01,1.278172,-5.7285613,0.1973971,MYO9B,myosin IXB
221752_at,3.04E-01,2.09E-01,-1.277748,-5.7290822,-0.116302,SSH1,slingshot protein phosphatase 1
210028_s_at,3.04E-01,2.09E-01,-1.277709,-5.7291304,-0.1558729,ORC3,origin recognition complex subunit 3
221992_at,3.04E-01,2.09E-01,-1.27762,-5.7292396,-0.2357462,NPIPB15,nuclear pore complex interacting protein family member B15
214310_s_at,3.04E-01,2.09E-01,-1.277299,-5.7296343,-0.18273,ZFPL1,zinc finger protein like 1
204740_at,3.04E-01,2.09E-01,-1.277244,-5.7297022,-0.3278199,CNKSR1,connector enhancer of kinase suppressor of Ras 1
214520_at,3.04E-01,2.09E-01,1.277175,-5.7297875,0.5429217,FOXC2,forkhead box C2
213176_s_at,3.04E-01,2.09E-01,-1.277126,-5.729847,-0.4442845,LTBP4,latent transforming growth factor beta binding protein 4
217437_s_at,3.04E-01,2.10E-01,1.276712,-5.7303558,0.2721255,TACC1,transforming acidic coiled-coil containing protein 1
216755_at,3.04E-01,2.10E-01,-1.276578,-5.7305205,-0.1786008,OSBPL10,oxysterol binding protein like 10
209850_s_at,3.04E-01,2.10E-01,-1.276483,-5.7306372,-0.2978901,CDC42EP2,CDC42 effector protein 2
217607_x_at,3.04E-01,2.10E-01,-1.276036,-5.7311866,-0.3076376,EIF4G2,eukaryotic translation initiation factor 4 gamma 2
215593_at,3.04E-01,2.10E-01,-1.275985,-5.7312492,-0.298368,,
215713_at,3.05E-01,2.10E-01,-1.275905,-5.7313476,-0.5939353,,
220843_s_at,3.05E-01,2.10E-01,-1.275634,-5.7316805,-0.5189988,DCAF13,DDB1 and CUL4 associated factor 13
210605_s_at,3.05E-01,2.10E-01,-1.275497,-5.7318489,-0.490697,MFGE8,milk fat globule-EGF factor 8 protein
215602_at,3.05E-01,2.10E-01,-1.275491,-5.7318566,-0.2794965,FGD2,"FYVE, RhoGEF and PH domain containing 2"
212217_at,3.05E-01,2.10E-01,-1.275449,-5.7319081,-0.2070723,PREPL,prolyl endopeptidase-like
210564_x_at,3.05E-01,2.10E-01,1.275067,-5.7323763,0.2372848,CFLAR,CASP8 and FADD like apoptosis regulator
203061_s_at,3.05E-01,2.10E-01,1.274878,-5.7326086,0.4138791,MDC1,mediator of DNA damage checkpoint 1
206634_at,3.05E-01,2.10E-01,-1.274823,-5.732676,-0.574209,SIX3,SIX homeobox 3
203774_at,3.05E-01,2.10E-01,-1.274676,-5.7328567,-0.1671067,MTR,5-methyltetrahydrofolate-homocysteine methyltransferase
215490_at,3.05E-01,2.10E-01,-1.274636,-5.7329061,-0.4313045,IBA57,"IBA57 homolog, iron-sulfur cluster assembly"
221653_x_at,3.05E-01,2.10E-01,1.274464,-5.7331171,0.3402534,APOL2,apolipoprotein L2
222163_s_at,3.05E-01,2.10E-01,1.274357,-5.7332476,0.1568254,SPATA5L1,spermatogenesis associated 5 like 1
205921_s_at,3.05E-01,2.11E-01,-1.273829,-5.7338953,-0.5701492,SLC6A6,solute carrier family 6 member 6
200755_s_at,3.05E-01,2.11E-01,1.273431,-5.7343839,0.3241701,CALU,calumenin
212869_x_at,3.05E-01,2.11E-01,1.273411,-5.734408,0.1650077,LOC101928826///TPT1,"uncharacterized LOC101928826///tumor protein, translationally-controlled 1"
213565_s_at,3.05E-01,2.11E-01,-1.273365,-5.7344647,-0.4694396,SMAD6,SMAD family member 6
214773_x_at,3.05E-01,2.11E-01,-1.273354,-5.7344778,-0.3182892,TIPRL,TOR signaling pathway regulator
213432_at,3.05E-01,2.11E-01,-1.273328,-5.73451,-0.2495421,MUC5B,"mucin 5B, oligomeric mucus/gel-forming"
206543_at,3.06E-01,2.11E-01,-1.273165,-5.7347104,-0.5364615,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
218640_s_at,3.06E-01,2.11E-01,-1.273158,-5.7347188,-0.1537978,PLEKHF2,pleckstrin homology and FYVE domain containing 2
215778_x_at,3.06E-01,2.11E-01,1.273158,-5.7347189,0.2353768,HAB1,B1 for mucin
211969_at,3.06E-01,2.11E-01,1.273022,-5.7348857,0.1670809,HSP90AA1,heat shock protein 90 alpha family class A member 1
210068_s_at,3.06E-01,2.11E-01,-1.27297,-5.7349493,-0.6682459,AQP4,aquaporin 4
207784_at,3.06E-01,2.11E-01,-1.272671,-5.735316,-0.3869278,ARSD,arylsulfatase D
209394_at,3.06E-01,2.11E-01,1.272612,-5.7353883,0.1576231,ASMTL,acetylserotonin O-methyltransferase-like
200963_x_at,3.06E-01,2.11E-01,1.272569,-5.735441,0.1760334,RPL31,ribosomal protein L31
202857_at,3.06E-01,2.11E-01,1.27248,-5.7355495,0.1492775,CNPY2,canopy FGF signaling regulator 2
201392_s_at,3.06E-01,2.11E-01,1.272229,-5.7358566,0.2966735,IGF2R,insulin like growth factor 2 receptor
215716_s_at,3.06E-01,2.11E-01,-1.272205,-5.7358872,-0.2125334,ATP2B1,ATPase plasma membrane Ca2+ transporting 1
208715_at,3.06E-01,2.11E-01,1.272111,-5.7360021,0.172345,TMCO1,transmembrane and coiled-coil domains 1
210933_s_at,3.06E-01,2.11E-01,-1.271672,-5.7365393,-0.5933286,FSCN1,fascin actin-bundling protein 1
210029_at,3.06E-01,2.11E-01,-1.271664,-5.7365488,-0.2325576,IDO1,"indoleamine 2,3-dioxygenase 1"
222006_at,3.06E-01,2.11E-01,-1.271512,-5.7367351,-0.1434211,LETM1,leucine zipper and EF-hand containing transmembrane protein 1
203986_at,3.06E-01,2.12E-01,1.270992,-5.7373725,0.5865578,FAM47E-STBD1///FAM47E///STBD1,FAM47E-STBD1 readthrough///family with sequence similarity 47 member E///starch binding domain 1
210055_at,3.06E-01,2.12E-01,-1.270938,-5.7374377,-0.6021719,TSHR,thyroid stimulating hormone receptor
212714_at,3.06E-01,2.12E-01,-1.27071,-5.7377177,-0.2005673,LARP4,La ribonucleoprotein domain family member 4
218250_s_at,3.07E-01,2.12E-01,-1.270541,-5.7379235,-0.1220653,CNOT7,CCR4-NOT transcription complex subunit 7
200601_at,3.07E-01,2.12E-01,-1.270303,-5.7382151,-0.2330715,ACTN4,actinin alpha 4
215893_x_at,3.07E-01,2.12E-01,-1.269974,-5.7386178,-0.5705429,,
202403_s_at,3.07E-01,2.12E-01,-1.269442,-5.7392685,-0.444867,COL1A2,collagen type I alpha 2 chain
32091_at,3.07E-01,2.12E-01,1.269202,-5.7395619,0.1529282,SLC25A44,solute carrier family 25 member 44
205826_at,3.07E-01,2.12E-01,-1.26915,-5.7396245,-0.938689,MYOM2,myomesin 2
208727_s_at,3.07E-01,2.12E-01,-1.269136,-5.7396425,-0.5367608,CDC42,cell division cycle 42
207656_s_at,3.07E-01,2.12E-01,-1.269053,-5.7397437,-0.5265178,ACOX1,acyl-CoA oxidase 1
217399_s_at,3.07E-01,2.12E-01,-1.268869,-5.7399689,-0.4584613,FOXO3B///FOXO3,forkhead box O3B pseudogene///forkhead box O3
202949_s_at,3.07E-01,2.12E-01,-1.268714,-5.7401579,-0.4311908,FHL2,four and a half LIM domains 2
222155_s_at,3.07E-01,2.12E-01,1.268638,-5.7402507,0.2727694,SLC52A2,solute carrier family 52 member 2
205905_s_at,3.07E-01,2.12E-01,1.268608,-5.7402877,0.2029624,MICA///MICB,MHC class I polypeptide-related sequence A///MHC class I polypeptide-related sequence B
208974_x_at,3.08E-01,2.13E-01,1.267763,-5.7413193,0.2066089,KPNB1,karyopherin subunit beta 1
203609_s_at,3.08E-01,2.13E-01,1.267188,-5.7420214,0.2993872,ALDH5A1,aldehyde dehydrogenase 5 family member A1
207377_at,3.08E-01,2.13E-01,-1.267078,-5.7421566,-0.2413738,PPP1R2P9,protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 9
220282_at,3.08E-01,2.13E-01,-1.266964,-5.7422954,-0.215559,RIC3,RIC3 acetylcholine receptor chaperone
210757_x_at,3.08E-01,2.13E-01,-1.266855,-5.7424279,-0.195621,LOC101926921///DAB2,"uncharacterized LOC101926921///DAB2, clathrin adaptor protein"
209831_x_at,3.08E-01,2.13E-01,-1.266538,-5.7428151,-0.1153691,DNASE2,"deoxyribonuclease 2, lysosomal"
201952_at,3.08E-01,2.13E-01,1.2662,-5.743227,0.1901775,ALCAM,activated leukocyte cell adhesion molecule
208213_s_at,3.08E-01,2.13E-01,-1.266099,-5.7433504,-0.7250494,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1
221357_at,3.09E-01,2.13E-01,-1.265567,-5.7439988,-0.5079149,CHRM4,cholinergic receptor muscarinic 4
213197_at,3.09E-01,2.13E-01,-1.265414,-5.7441853,-0.5002351,ASTN1,astrotactin 1
202559_x_at,3.09E-01,2.13E-01,-1.265405,-5.7441969,-0.2218472,CHTOP,chromatin target of PRMT1
222373_at,3.09E-01,2.13E-01,-1.265376,-5.7442321,-0.4097925,,
214897_at,3.09E-01,2.14E-01,-1.265269,-5.7443629,-0.5959559,,
51176_at,3.09E-01,2.14E-01,-1.265257,-5.7443768,-0.1421573,MED27,mediator complex subunit 27
219701_at,3.09E-01,2.14E-01,-1.265112,-5.7445545,-0.4595962,TMOD2,tropomodulin 2
214807_at,3.09E-01,2.14E-01,-1.264794,-5.7449414,-0.3509652,PLXDC2,plexin domain containing 2
202854_at,3.09E-01,2.14E-01,1.264736,-5.7450121,0.1114996,HPRT1,hypoxanthine phosphoribosyltransferase 1
206981_at,3.09E-01,2.14E-01,-1.264477,-5.7453282,-0.3293405,SCN4A,sodium voltage-gated channel alpha subunit 4
202107_s_at,3.09E-01,2.14E-01,1.264123,-5.7457588,0.2935453,MCM2,minichromosome maintenance complex component 2
208528_x_at,3.09E-01,2.14E-01,-1.2639,-5.7460301,-0.5194221,SSX7///SSX3///SSX5,SSX family member 7///SSX family member 3///SSX family member 5
211638_at,3.09E-01,2.14E-01,-1.263565,-5.7464388,-0.5747177,IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
219757_s_at,3.10E-01,2.14E-01,-1.263001,-5.7471245,-0.2608599,TMEM260,transmembrane protein 260
212984_at,3.10E-01,2.14E-01,-1.262668,-5.7475303,-0.189366,ATF2,activating transcription factor 2
201568_at,3.10E-01,2.15E-01,1.262519,-5.7477119,0.1487209,UQCRQ,ubiquinol-cytochrome c reductase complex III subunit VII
215654_at,3.10E-01,2.15E-01,1.262492,-5.7477439,0.4224206,BCAT2,branched chain amino acid transaminase 2
204695_at,3.10E-01,2.15E-01,-1.262383,-5.7478766,-0.3846897,CDC25A,cell division cycle 25A
215751_at,3.10E-01,2.15E-01,-1.262379,-5.7478811,-0.4065976,RBM26,RNA binding motif protein 26
205570_at,3.10E-01,2.15E-01,1.262351,-5.7479154,0.2343013,PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
207766_at,3.10E-01,2.15E-01,1.262312,-5.7479634,0.4844809,CDKL1,cyclin dependent kinase like 1
207695_s_at,3.10E-01,2.15E-01,-1.262082,-5.7482427,-0.4966085,IGSF1,immunoglobulin superfamily member 1
204413_at,3.10E-01,2.15E-01,-1.261802,-5.7485834,-0.387736,TRAF2,TNF receptor associated factor 2
203259_s_at,3.10E-01,2.15E-01,-1.261669,-5.7487449,-0.1501833,HDDC2,HD domain containing 2
210585_s_at,3.10E-01,2.15E-01,-1.261612,-5.748815,-0.450649,TNPO2,transportin 2
201312_s_at,3.10E-01,2.15E-01,1.261469,-5.7489878,0.1285033,SH3BGRL,SH3 domain binding glutamate rich protein like
205025_at,3.10E-01,2.15E-01,1.261412,-5.7490579,0.1684672,ZBTB48,zinc finger and BTB domain containing 48
206224_at,3.10E-01,2.15E-01,-1.261389,-5.7490852,-0.5037973,CST1,cystatin SN
214970_s_at,3.10E-01,2.15E-01,-1.261362,-5.7491183,-0.5660984,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"
214333_x_at,3.10E-01,2.15E-01,1.261146,-5.7493803,0.2098552,IDH3G,isocitrate dehydrogenase 3 (NAD(+)) gamma
221179_at,3.10E-01,2.15E-01,-1.261088,-5.749451,-0.397956,PRORY,"proline rich, Y-linked"
221083_at,3.10E-01,2.15E-01,-1.261021,-5.7495323,-0.3726518,KCNQ4,potassium voltage-gated channel subfamily Q member 4
219618_at,3.11E-01,2.15E-01,1.260678,-5.7499493,0.1493274,IRAK4,interleukin 1 receptor associated kinase 4
210441_at,3.11E-01,2.15E-01,1.260599,-5.7500452,0.5071306,CDC14A,cell division cycle 14A
210481_s_at,3.11E-01,2.15E-01,-1.260211,-5.7505169,-0.3616628,CLEC4M,C-type lectin domain family 4 member M
202925_s_at,3.11E-01,2.15E-01,-1.260206,-5.7505228,-0.2017168,PLAGL2,PLAG1 like zinc finger 2
221154_at,3.11E-01,2.15E-01,-1.259806,-5.7510083,-0.4106627,TRIM49C///TRIM49,tripartite motif containing 49C///tripartite motif containing 49
212384_at,3.11E-01,2.16E-01,1.259466,-5.7514218,0.5295895,ATP6V1G2-DDX39B///SNORD84///DDX39B,"ATP6V1G2-DDX39B readthrough (NMD candidate)///small nucleolar RNA, C/D box 84///DEAD-box helicase 39B"
209975_at,3.11E-01,2.16E-01,-1.259424,-5.7514718,-0.5264159,CYP2E1,cytochrome P450 family 2 subfamily E member 1
207762_at,3.11E-01,2.16E-01,-1.259129,-5.7518302,-0.5677394,LPAL2,"lipoprotein(a) like 2, pseudogene"
212147_at,3.11E-01,2.16E-01,-1.258965,-5.7520295,-0.3478063,SMG5,"SMG5, nonsense mediated mRNA decay factor"
200025_s_at,3.11E-01,2.16E-01,-1.258795,-5.7522353,-0.118728,RPL27,ribosomal protein L27
AFFX-BioDn-5_at,3.11E-01,2.16E-01,1.258705,-5.7523451,0.2789607,,
201107_s_at,3.11E-01,2.16E-01,-1.2585,-5.7525931,-0.4427416,THBS1,thrombospondin 1
204847_at,3.11E-01,2.16E-01,-1.258395,-5.7527212,-0.1430171,ZBTB11,zinc finger and BTB domain containing 11
201113_at,3.12E-01,2.16E-01,-1.257897,-5.7533243,-0.1666124,TUFM,"Tu translation elongation factor, mitochondrial"
213362_at,3.12E-01,2.16E-01,-1.25756,-5.7537336,-0.513334,PTPRD,"protein tyrosine phosphatase, receptor type D"
205635_at,3.12E-01,2.16E-01,-1.256975,-5.7544421,-0.4504769,KALRN,"kalirin, RhoGEF kinase"
212357_at,3.12E-01,2.17E-01,-1.256839,-5.7546072,-0.1269821,FAM168A,family with sequence similarity 168 member A
211353_at,3.12E-01,2.17E-01,-1.256798,-5.7546563,-0.4721903,LRIT1,"leucine rich repeat, Ig-like and transmembrane domains 1"
206714_at,3.12E-01,2.17E-01,-1.256174,-5.7554129,-0.6024167,ALOX15B,"arachidonate 15-lipoxygenase, type B"
209303_at,3.13E-01,2.17E-01,-1.255993,-5.7556318,-0.1406688,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4
210267_at,3.13E-01,2.17E-01,-1.255956,-5.7556765,-0.5113796,NIPAL3,NIPA like domain containing 3
201024_x_at,3.13E-01,2.17E-01,1.255917,-5.755724,0.2083687,EIF5B,eukaryotic translation initiation factor 5B
219688_at,3.13E-01,2.17E-01,-1.255822,-5.7558385,-0.3887512,BBS7,Bardet-Biedl syndrome 7
201150_s_at,3.13E-01,2.17E-01,-1.255774,-5.7558962,-0.6018973,TIMP3,TIMP metallopeptidase inhibitor 3
201398_s_at,3.13E-01,2.17E-01,1.25575,-5.7559257,0.1393489,TRAM1,translocation associated membrane protein 1
207879_at,3.13E-01,2.17E-01,1.255548,-5.756171,0.5795312,,
201971_s_at,3.13E-01,2.17E-01,1.255537,-5.7561834,0.4224383,ATP6V1A,ATPase H+ transporting V1 subunit A
220356_at,3.13E-01,2.17E-01,-1.255133,-5.7566726,-0.6444404,CORIN,"corin, serine peptidase"
218628_at,3.13E-01,2.17E-01,1.255057,-5.7567648,0.1651988,CCDC53,coiled-coil domain containing 53
218910_at,3.13E-01,2.17E-01,-1.254547,-5.7573818,-0.2353745,ANO10,anoctamin 10
214692_s_at,3.13E-01,2.17E-01,-1.254408,-5.7575497,-0.4139952,JRK,Jrk helix-turn-helix protein
213440_at,3.13E-01,2.17E-01,1.254337,-5.757635,0.138821,RAB1A,"RAB1A, member RAS oncogene family"
218262_at,3.13E-01,2.18E-01,-1.25413,-5.7578859,-0.1418171,RMND5B,required for meiotic nuclear division 5 homolog B
203643_at,3.13E-01,2.18E-01,-1.253878,-5.7581904,-0.3451797,ERF,ETS2 repressor factor
215844_at,3.13E-01,2.18E-01,-1.253832,-5.7582455,-0.4648028,TNPO2,transportin 2
203347_s_at,3.13E-01,2.18E-01,-1.253829,-5.7582501,-0.1741883,MTF2,metal response element binding transcription factor 2
201065_s_at,3.13E-01,2.18E-01,1.253726,-5.7583737,0.1175885,GTF2IP4///GTF2IP1///GTF2I,general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi
211410_x_at,3.14E-01,2.18E-01,-1.253295,-5.7588949,-0.3134052,KIR2DL5A,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A"
222339_x_at,3.14E-01,2.18E-01,1.253166,-5.7590514,0.5426119,,
205081_at,3.14E-01,2.18E-01,1.252941,-5.7593227,0.2180775,CRIP1,cysteine rich protein 1
208835_s_at,3.14E-01,2.18E-01,1.252883,-5.759393,0.4099302,LUC7L3,LUC7 like 3 pre-mRNA splicing factor
211325_x_at,3.14E-01,2.18E-01,-1.252569,-5.759772,-0.1698544,DSTNP2,"destrin, actin depolymerizing factor pseudogene 2"
213135_at,3.14E-01,2.18E-01,-1.252512,-5.7598413,-0.192846,TIAM1,T-cell lymphoma invasion and metastasis 1
216481_at,3.14E-01,2.18E-01,-1.252339,-5.7600497,-0.3818088,GRIP2,glutamate receptor interacting protein 2
200062_s_at,3.14E-01,2.18E-01,-1.25233,-5.7600608,-0.1587361,RPL30,ribosomal protein L30
212079_s_at,3.14E-01,2.18E-01,-1.252296,-5.7601022,-0.3770133,KMT2A,lysine methyltransferase 2A
212179_at,3.14E-01,2.18E-01,-1.2521,-5.7603388,-0.2048862,PNISR,PNN interacting serine and arginine rich protein
211562_s_at,3.14E-01,2.18E-01,-1.25188,-5.7606046,-0.370438,LMOD1,leiomodin 1
202794_at,3.14E-01,2.18E-01,1.251675,-5.7608517,0.1828344,INPP1,inositol polyphosphate-1-phosphatase
215118_s_at,3.14E-01,2.18E-01,1.251669,-5.7608583,0.3896266,IGH,immunoglobulin heavy locus
209928_s_at,3.14E-01,2.18E-01,-1.251523,-5.7610353,-0.4913463,MSC,musculin
201461_s_at,3.14E-01,2.19E-01,1.251127,-5.7615133,0.2013333,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2
217613_at,3.15E-01,2.19E-01,-1.250755,-5.7619615,-0.6461498,TMEM144,transmembrane protein 144
41397_at,3.15E-01,2.19E-01,-1.250661,-5.7620751,-0.3023343,ZNF821,zinc finger protein 821
215444_s_at,3.15E-01,2.19E-01,1.250658,-5.7620786,0.3998391,TRIM31,tripartite motif containing 31
200595_s_at,3.15E-01,2.19E-01,-1.250313,-5.7624949,-0.1427338,EIF3A,eukaryotic translation initiation factor 3 subunit A
222121_at,3.15E-01,2.19E-01,-1.249768,-5.7631515,-0.650939,ARHGEF26,Rho guanine nucleotide exchange factor 26
212720_at,3.15E-01,2.19E-01,1.249533,-5.7634349,0.2222387,PAPOLA,poly(A) polymerase alpha
208741_at,3.15E-01,2.19E-01,-1.24947,-5.7635112,-0.2651797,SAP18,Sin3A associated protein 18
202855_s_at,3.15E-01,2.19E-01,-1.249447,-5.7635379,-0.3798405,MIR6787///SLC16A3,microRNA 6787///solute carrier family 16 member 3
221504_s_at,3.16E-01,2.19E-01,-1.248628,-5.7645246,-0.1047661,ATP6V1H,ATPase H+ transporting V1 subunit H
201575_at,3.16E-01,2.20E-01,-1.248363,-5.7648435,-0.1176089,SNW1,SNW domain containing 1
220959_s_at,3.16E-01,2.20E-01,-1.247779,-5.7655471,-0.470339,OBP2A///OBP2B,odorant binding protein 2A///odorant binding protein 2B
222117_s_at,3.16E-01,2.20E-01,-1.2477,-5.7656421,-0.3391955,ADCK2,aarF domain containing kinase 2
205399_at,3.16E-01,2.20E-01,-1.247674,-5.7656731,-0.4762798,DCLK1,doublecortin like kinase 1
203496_s_at,3.16E-01,2.20E-01,-1.247538,-5.7658375,-0.827922,MED1,mediator complex subunit 1
207413_s_at,3.16E-01,2.20E-01,-1.247371,-5.7660383,-0.2648838,SCN5A,sodium voltage-gated channel alpha subunit 5
206473_at,3.16E-01,2.20E-01,-1.247255,-5.7661781,-0.4269168,MBTPS2,"membrane bound transcription factor peptidase, site 2"
209250_at,3.16E-01,2.20E-01,1.246991,-5.7664954,0.2692584,DEGS1,"delta 4-desaturase, sphingolipid 1"
210358_x_at,3.16E-01,2.20E-01,-1.246935,-5.7665627,-0.2004399,GATA2,GATA binding protein 2
214288_s_at,3.16E-01,2.20E-01,1.246776,-5.7667541,0.1107441,PSMB1,proteasome subunit beta 1
205787_x_at,3.16E-01,2.20E-01,-1.246686,-5.7668616,-0.2863858,LOC441155///ZC3H11A,zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A
215722_s_at,3.16E-01,2.20E-01,1.24652,-5.7670617,0.1701432,SNRPA1,small nuclear ribonucleoprotein polypeptide A'
200624_s_at,3.16E-01,2.20E-01,-1.246324,-5.7672975,-0.1257178,SNHG4///MATR3,small nucleolar RNA host gene 4///matrin 3
210574_s_at,3.17E-01,2.21E-01,1.245801,-5.7679259,0.1488649,NUDC,"nuclear distribution C, dynein complex regulator"
200041_s_at,3.17E-01,2.21E-01,1.245548,-5.7682297,0.1604016,ATP6V1G2-DDX39B///SNORD84///DDX39B,"ATP6V1G2-DDX39B readthrough (NMD candidate)///small nucleolar RNA, C/D box 84///DEAD-box helicase 39B"
40489_at,3.17E-01,2.21E-01,-1.245481,-5.76831,-0.505406,ATN1,atrophin 1
214244_s_at,3.17E-01,2.21E-01,-1.245097,-5.7687716,-0.2231905,ATP6V0E1,ATPase H+ transporting V0 subunit e1
212224_at,3.17E-01,2.21E-01,-1.244961,-5.7689345,-0.4131565,ALDH1A1,aldehyde dehydrogenase 1 family member A1
211027_s_at,3.17E-01,2.21E-01,-1.244917,-5.7689884,-0.4328789,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
204121_at,3.17E-01,2.21E-01,1.244577,-5.7693959,0.4606766,GADD45G,growth arrest and DNA damage inducible gamma
216691_at,3.17E-01,2.21E-01,-1.2445,-5.7694885,-0.4668041,,
213510_x_at,3.17E-01,2.21E-01,-1.244448,-5.7695507,-0.2043656,USP32P2,ubiquitin specific peptidase 32 pseudogene 2
209231_s_at,3.17E-01,2.21E-01,-1.244296,-5.7697333,-0.2131202,DCTN5,dynactin subunit 5
48031_r_at,3.18E-01,2.21E-01,-1.243926,-5.7701778,-0.2376371,FAXDC2,fatty acid hydroxylase domain containing 2
213016_at,3.18E-01,2.21E-01,-1.243778,-5.7703546,-0.3587631,BBX,"BBX, HMG-box containing"
222335_at,3.18E-01,2.21E-01,-1.243455,-5.7707431,-0.3009627,,
215190_at,3.18E-01,2.21E-01,-1.243318,-5.7709071,-0.2346685,EIF3M,eukaryotic translation initiation factor 3 subunit M
212095_s_at,3.18E-01,2.21E-01,-1.243291,-5.7709394,-0.5025253,MTUS1,microtubule associated tumor suppressor 1
210479_s_at,3.18E-01,2.21E-01,-1.243259,-5.7709774,-0.2960837,RORA,RAR related orphan receptor A
206847_s_at,3.18E-01,2.21E-01,-1.243149,-5.7711101,-0.3940467,HOXA7,homeobox A7
214778_at,3.18E-01,2.22E-01,-1.24302,-5.7712647,-0.5368961,MEGF8,multiple EGF like domains 8
202886_s_at,3.18E-01,2.22E-01,-1.242764,-5.7715717,-0.1847543,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta
214660_at,3.18E-01,2.22E-01,-1.242595,-5.7717736,-0.7276615,ITGA1,integrin subunit alpha 1
208398_s_at,3.18E-01,2.22E-01,-1.242369,-5.7720446,-0.1317463,TBPL1,TATA-box binding protein like 1
209445_x_at,3.18E-01,2.22E-01,-1.241859,-5.7726562,-0.1278554,COA1,cytochrome c oxidase assembly factor 1 homolog
214286_at,3.18E-01,2.22E-01,-1.241851,-5.7726652,-0.3712151,GNAT1,G protein subunit alpha transducin 1
220058_at,3.18E-01,2.22E-01,-1.241842,-5.7726764,-0.1934089,GID4,GID complex subunit 4 homolog
218449_at,3.18E-01,2.22E-01,-1.241759,-5.7727755,-0.1123436,UFSP2,UFM1 specific peptidase 2
