ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
203038_at,0.957868,7.34E-01,0.3411885,-5.76879,0.15880087,PTPRK,"protein tyrosine phosphatase, receptor type K"
201285_at,0.957868,7.34E-01,0.3411567,-5.7688,0.05139527,MKRN1,makorin ring finger protein 1
218492_s_at,0.957868,7.34E-01,0.3410983,-5.76882,0.04624451,THAP7,THAP domain containing 7
205057_s_at,0.957868,7.34E-01,-0.3410838,-5.76882,-0.04352881,IDUA,"iduronidase, alpha-L-"
214515_at,0.957868,7.34E-01,0.3410719,-5.76883,0.10480357,OR1E1,olfactory receptor family 1 subfamily E member 1
203799_at,0.957868,7.34E-01,0.3409937,-5.76885,0.20390453,LY75-CD302///CD302///LY75,LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75
222097_at,0.957868,7.34E-01,-0.3409521,-5.76887,-0.09067999,,
205849_s_at,0.957868,7.34E-01,0.3409299,-5.76887,0.03269552,UQCRB,ubiquinol-cytochrome c reductase binding protein
204168_at,0.957868,7.34E-01,-0.3409064,-5.76888,-0.13914471,MGST2,microsomal glutathione S-transferase 2
202638_s_at,0.957868,7.34E-01,-0.3408984,-5.76888,-0.08721166,ICAM1,intercellular adhesion molecule 1
204787_at,0.957868,7.34E-01,0.3408721,-5.76889,0.10300194,VSIG4,V-set and immunoglobulin domain containing 4
202630_at,0.957868,7.34E-01,0.3408271,-5.76891,0.05591873,APPBP2,amyloid beta precursor protein binding protein 2
211632_at,0.957868,7.34E-01,-0.3407949,-5.76892,-0.1056279,IGHM///IGHG1///IGHD,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta
204839_at,0.957868,7.34E-01,0.3407838,-5.76892,0.03991196,POP5,"POP5 homolog, ribonuclease P/MRP subunit"
221452_s_at,0.957868,7.34E-01,-0.3407745,-5.76892,-0.04754647,TMEM14B,transmembrane protein 14B
211523_at,0.957868,7.34E-01,-0.3407377,-5.76893,-0.08089209,GNRHR,gonadotropin releasing hormone receptor
216064_s_at,0.957868,7.34E-01,0.3407031,-5.76895,0.03704252,AGA,aspartylglucosaminidase
209235_at,0.957868,7.34E-01,0.3406751,-5.76895,0.07473327,CLCN7,chloride voltage-gated channel 7
217534_at,0.957868,7.34E-01,0.3406239,-5.76897,0.12186445,FAM49B,family with sequence similarity 49 member B
219948_x_at,0.957868,7.34E-01,0.3405643,-5.76899,0.11981145,UGT2A3,UDP glucuronosyltransferase family 2 member A3
212127_at,0.957868,7.34E-01,0.3405574,-5.76899,0.06236526,RANGAP1,Ran GTPase activating protein 1
201135_at,0.957868,7.35E-01,0.340471,-5.76902,0.03640317,ECHS1,"enoyl-CoA hydratase, short chain 1"
210500_at,0.957868,7.35E-01,-0.3404341,-5.76903,-0.0787249,,
204408_at,0.957868,7.35E-01,0.3403995,-5.76904,0.03681725,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
219476_at,0.9578769,7.35E-01,0.3403331,-5.76906,0.04758216,C1orf116,chromosome 1 open reading frame 116
200048_s_at,0.9579299,7.35E-01,0.3400883,-5.76914,0.03547793,JTB,jumping translocation breakpoint
208767_s_at,0.9579299,7.35E-01,0.3400401,-5.76915,0.04789482,LAPTM4B,lysosomal protein transmembrane 4 beta
214629_x_at,0.9579299,7.35E-01,-0.3399369,-5.76919,-0.0595974,RTN4,reticulon 4
212770_at,0.9579299,7.35E-01,0.3398992,-5.7692,0.04415152,TLE3,transducin like enhancer of split 3
206792_x_at,0.9579299,7.35E-01,0.3398988,-5.7692,0.07206994,LOC729966///PDE4C,uncharacterized LOC729966///phosphodiesterase 4C
211841_s_at,0.9579299,7.35E-01,-0.3398832,-5.7692,-0.23841882,TNFRSF25,TNF receptor superfamily member 25
202256_at,0.9579299,7.35E-01,0.3397502,-5.76925,0.04731211,CD2BP2,CD2 cytoplasmic tail binding protein 2
213229_at,0.9579299,7.35E-01,-0.3397437,-5.76925,-0.0978092,DICER1,"dicer 1, ribonuclease III"
202917_s_at,0.9579299,7.35E-01,-0.3397355,-5.76925,-0.18863108,S100A8,S100 calcium binding protein A8
214952_at,0.9579299,7.35E-01,0.339642,-5.76928,0.08855676,NCAM1,neural cell adhesion molecule 1
207503_at,0.9579299,7.35E-01,-0.339622,-5.76929,-0.08611745,TCP10,t-complex 10
210292_s_at,0.9579299,7.35E-01,-0.3395908,-5.7693,-0.0871735,PCDH11Y///PCDH11X,protocadherin 11 Y-linked///protocadherin 11 X-linked
213560_at,0.958101,7.35E-01,-0.3393583,-5.76937,-0.09102442,GADD45B,growth arrest and DNA damage inducible beta
201442_s_at,0.9581064,7.35E-01,0.339265,-5.7694,0.05036048,ATP6AP2,ATPase H+ transporting accessory protein 2
217491_x_at,0.9581064,7.36E-01,0.339184,-5.76942,0.0388954,COX7C,cytochrome c oxidase subunit 7C
202071_at,0.9581064,7.36E-01,-0.3391808,-5.76942,-0.06394489,SDC4,syndecan 4
213327_s_at,0.958149,7.36E-01,-0.3390759,-5.76946,-0.05078853,USP12,ubiquitin specific peptidase 12
201777_s_at,0.958149,7.36E-01,-0.3390226,-5.76947,-0.03461086,EFCAB14,EF-hand calcium binding domain 14
202947_s_at,0.9581853,7.36E-01,-0.3387667,-5.76955,-0.08146126,GYPC,glycophorin C (Gerbich blood group)
34225_at,0.9581853,7.36E-01,-0.3386913,-5.76958,-0.04157051,MIR943///NELFA,microRNA 943///negative elongation factor complex member A
200942_s_at,0.9581853,7.36E-01,-0.3386828,-5.76958,-0.0627796,HSBP1,heat shock factor binding protein 1
205956_x_at,0.9581853,7.36E-01,-0.3386693,-5.76958,-0.08456652,PSMC3IP,PSMC3 interacting protein
206077_at,0.9581853,7.36E-01,0.3386562,-5.76959,0.0933352,KEL,"Kell blood group, metallo-endopeptidase"
213455_at,0.9581853,7.36E-01,0.3385912,-5.76961,0.05389437,FAM114A1,family with sequence similarity 114 member A1
219274_at,0.9581853,7.36E-01,0.3384621,-5.76965,0.0956362,TSPAN12,tetraspanin 12
218570_at,0.9581853,7.36E-01,-0.3384568,-5.76965,-0.04719146,PTPMT1///KBTBD4,"protein tyrosine phosphatase, mitochondrial 1///kelch repeat and BTB domain containing 4"
203259_s_at,0.9581853,7.36E-01,0.3384523,-5.76965,0.05005181,HDDC2,HD domain containing 2
218637_at,0.9581853,7.36E-01,-0.3382705,-5.76971,-0.06677425,IMPACT,impact RWD domain protein
216430_x_at,0.9581853,7.36E-01,-0.3382536,-5.76971,-0.22594298,IGLV1-44,immunoglobulin lambda variable 1-44
203281_s_at,0.9581853,7.36E-01,-0.3382453,-5.76972,-0.06354098,MIR5193///UBA7,microRNA 5193///ubiquitin like modifier activating enzyme 7
200008_s_at,0.9581853,7.36E-01,0.3382085,-5.76973,0.0479232,GDI2,GDP dissociation inhibitor 2
201265_at,0.9581853,7.36E-01,0.3381007,-5.76976,0.05640904,,
205510_s_at,0.9581853,7.36E-01,-0.3380382,-5.76978,-0.05932924,FLJ10038,uncharacterized protein FLJ10038
214126_at,0.9581853,7.36E-01,0.3380334,-5.76978,0.0910863,,
221382_at,0.9581853,7.36E-01,0.3379185,-5.76982,0.08981803,,
206719_at,0.9581853,7.36E-01,0.337868,-5.76984,0.04652506,SYNGR4,synaptogyrin 4
211912_at,0.9581853,7.37E-01,-0.3378143,-5.76985,-0.09361317,MERTK,"MER proto-oncogene, tyrosine kinase"
204305_at,0.9581853,7.37E-01,0.3377437,-5.76987,0.06559872,MIPEP,mitochondrial intermediate peptidase
201116_s_at,0.9581853,7.37E-01,-0.3377112,-5.76988,-0.06170242,CPE,carboxypeptidase E
200958_s_at,0.9581853,7.37E-01,0.3376906,-5.76989,0.09102682,SDCBP,syndecan binding protein
203192_at,0.9581853,7.37E-01,0.337667,-5.7699,0.06641489,ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group)
202981_x_at,0.9584292,7.37E-01,0.3373206,-5.77001,0.03983657,SIAH1,siah E3 ubiquitin protein ligase 1
207219_at,0.9584292,7.37E-01,-0.3372817,-5.77002,-0.06177148,ZFP69B,ZFP69 zinc finger protein B
212975_at,0.9584292,7.37E-01,0.3371954,-5.77005,0.12346429,DENND3,DENN domain containing 3
203642_s_at,0.9584292,7.37E-01,-0.3371879,-5.77005,-0.15874708,COBLL1,cordon-bleu WH2 repeat protein like 1
217374_x_at,0.9584818,7.37E-01,-0.3370766,-5.77008,-0.09481783,,
219454_at,0.9585236,7.37E-01,0.3369727,-5.77012,0.05186771,EGFL6,EGF like domain multiple 6
218518_at,0.9585236,7.37E-01,-0.3368279,-5.77016,-0.04386658,FAM13B,family with sequence similarity 13 member B
204613_at,0.9585236,7.37E-01,0.3368096,-5.77017,0.16154851,PLCG2,phospholipase C gamma 2
209579_s_at,0.9585236,7.37E-01,-0.3368024,-5.77017,-0.06892487,MBD4,"methyl-CpG binding domain 4, DNA glycosylase"
203550_s_at,0.9585236,7.37E-01,-0.3366743,-5.77021,-0.09817199,FAM189B,family with sequence similarity 189 member B
217382_at,0.9585236,7.37E-01,0.3366252,-5.77022,0.12726703,CLIC1P1,chloride intracellular channel 1 pseudogene 1
212553_at,0.9585236,7.37E-01,-0.3365598,-5.77024,-0.08212727,RPRD2,regulation of nuclear pre-mRNA domain containing 2
216535_at,0.9585236,7.38E-01,-0.3365052,-5.77026,-0.09405267,CADM3,cell adhesion molecule 3
204581_at,0.9585236,7.38E-01,0.3362308,-5.77035,0.31221197,CD22,CD22 molecule
216139_s_at,0.9585236,7.38E-01,0.3361347,-5.77038,0.08258283,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
213921_at,0.9585236,7.38E-01,0.3360904,-5.77039,0.10241122,SST,somatostatin
207057_at,0.9585236,7.38E-01,-0.3360663,-5.7704,-0.10965958,SLC16A7,solute carrier family 16 member 7
202730_s_at,0.9585236,7.38E-01,0.3359437,-5.77044,0.06424523,MIR4680///PDCD4,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
206222_at,0.9585236,7.38E-01,0.3358433,-5.77047,0.06602001,TNFRSF10C,TNF receptor superfamily member 10c
216232_s_at,0.9585236,7.38E-01,0.3357478,-5.7705,0.03946348,GCN1,"GCN1, eIF2 alpha kinase activator homolog"
217905_at,0.9585236,7.38E-01,-0.3357469,-5.7705,-0.05687191,MCMBP,minichromosome maintenance complex binding protein
216261_at,0.9585236,7.38E-01,0.3357422,-5.7705,0.04777384,ITGB3,integrin subunit beta 3
90265_at,0.9585236,7.38E-01,0.3357344,-5.7705,0.08563836,ADAP1,ArfGAP with dual PH domains 1
201544_x_at,0.9585236,7.38E-01,-0.3356811,-5.77052,-0.04615199,BCL2L2-PABPN1///PABPN1///BCL2L2,BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1///BCL2 like 2
210020_x_at,0.9585236,7.38E-01,-0.3356268,-5.77053,-0.06057932,CALML3,calmodulin like 3
215867_x_at,0.9585236,7.38E-01,0.3355885,-5.77055,0.04663239,CA12,carbonic anhydrase 12
215029_at,0.9585236,7.38E-01,0.3355771,-5.77055,0.09746805,,
208758_at,0.9585236,7.38E-01,-0.3355438,-5.77056,-0.06266995,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
221356_x_at,0.9585236,7.38E-01,-0.335491,-5.77058,-0.07868979,P2RX2,purinergic receptor P2X 2
211018_at,0.9585236,7.38E-01,-0.3354867,-5.77058,-0.10746319,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
212494_at,0.9585236,7.38E-01,0.3354598,-5.77059,0.11681567,TNS2,tensin 2
202605_at,0.9585236,7.38E-01,-0.3354526,-5.77059,-0.05976506,GUSB,glucuronidase beta
201604_s_at,0.9585236,7.38E-01,-0.3354294,-5.7706,-0.04775472,PPP1R12A,protein phosphatase 1 regulatory subunit 12A
200843_s_at,0.958537,7.38E-01,0.3353583,-5.77062,0.03801513,EPRS,glutamyl-prolyl-tRNA synthetase
203920_at,0.9586162,7.38E-01,-0.3352198,-5.77066,-0.0630914,NR1H3,nuclear receptor subfamily 1 group H member 3
215318_at,0.9586404,7.39E-01,-0.3350932,-5.7707,-0.07700134,MINOS1P1,mitochondrial inner membrane organizing system 1 pseudogene 1
214829_at,0.9586404,7.39E-01,0.3350505,-5.77071,0.16424759,AASS,aminoadipate-semialdehyde synthase
200604_s_at,0.9586404,7.39E-01,-0.3350231,-5.77072,-0.06639218,PRKAR1A,protein kinase cAMP-dependent type I regulatory subunit alpha
207013_s_at,0.9586564,7.39E-01,-0.3349495,-5.77074,-0.06516383,MMP16,matrix metallopeptidase 16
201865_x_at,0.958678,7.39E-01,0.33487,-5.77077,0.03917654,NR3C1,nuclear receptor subfamily 3 group C member 1
209866_s_at,0.9587819,7.39E-01,-0.3347061,-5.77082,-0.09212679,ADGRL3,adhesion G protein-coupled receptor L3
203649_s_at,0.9587967,7.39E-01,0.3345587,-5.77087,0.10205051,PLA2G2A,phospholipase A2 group IIA
209594_x_at,0.9587967,7.39E-01,-0.3344134,-5.77091,-0.04206372,PSG9,pregnancy specific beta-1-glycoprotein 9
220451_s_at,0.9587967,7.39E-01,0.3343726,-5.77092,0.06197284,BIRC7,baculoviral IAP repeat containing 7
216440_at,0.9587967,7.39E-01,0.3343719,-5.77092,0.05536306,,
205340_at,0.9587967,7.39E-01,-0.3342745,-5.77095,-0.06124621,ZBTB24,zinc finger and BTB domain containing 24
215720_s_at,0.9587967,7.39E-01,0.3341782,-5.77098,0.10772107,NFYA,nuclear transcription factor Y subunit alpha
203914_x_at,0.9587967,7.39E-01,-0.3341663,-5.77099,-0.07541744,HPGD,hydroxyprostaglandin dehydrogenase 15-(NAD)
208776_at,0.9587967,7.39E-01,0.3341539,-5.77099,0.0459893,PSMD11,"proteasome 26S subunit, non-ATPase 11"
214854_at,0.9587967,7.39E-01,-0.3340929,-5.77101,-0.06800305,,
218865_at,0.9587967,7.39E-01,0.3340258,-5.77103,0.17003417,1-Mar,mitochondrial amidoxime reducing component 1
206085_s_at,0.9587967,7.39E-01,0.3339982,-5.77104,0.07622491,CTH,cystathionine gamma-lyase
217118_s_at,0.9587967,7.39E-01,0.3339239,-5.77106,0.12840241,KIAA0930,KIAA0930
201959_s_at,0.9587967,7.39E-01,-0.3338717,-5.77108,-0.05015904,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
211833_s_at,0.9587967,7.40E-01,-0.333758,-5.77111,-0.09987501,BAX,"BCL2 associated X, apoptosis regulator"
208497_x_at,0.9587967,7.40E-01,0.3336762,-5.77114,0.09182223,NEUROG1,neurogenin 1
207634_at,0.9587967,7.40E-01,-0.3336493,-5.77115,-0.05086509,PDCD1,programmed cell death 1
200769_s_at,0.9587967,7.40E-01,0.3336274,-5.77115,0.07554238,MAT2A,methionine adenosyltransferase 2A
208594_x_at,0.9587967,7.40E-01,0.3336071,-5.77116,0.14262294,LILRA6,leukocyte immunoglobulin like receptor A6
208509_s_at,0.9587967,7.40E-01,-0.3336027,-5.77116,-0.0647083,OR7A17,olfactory receptor family 7 subfamily A member 17
218297_at,0.958841,7.40E-01,-0.3334999,-5.77119,-0.06246595,FAM188A,family with sequence similarity 188 member A
222354_at,0.9590004,7.40E-01,-0.333277,-5.77126,-0.11261068,F11R,F11 receptor
215586_at,0.9590004,7.40E-01,0.3332155,-5.77128,0.11240445,,
217008_s_at,0.9590004,7.40E-01,0.3331099,-5.77131,0.06410497,LOC100996542///GRM7,uncharacterized LOC100996542///glutamate metabotropic receptor 7
207965_at,0.9590004,7.40E-01,-0.3330877,-5.77132,-0.0935291,NEUROG3,neurogenin 3
216560_x_at,0.9590004,7.40E-01,-0.3330499,-5.77133,-0.27752235,IGLC1,immunoglobulin lambda constant 1
211855_s_at,0.9590143,7.40E-01,0.3329597,-5.77136,0.06701242,SLC25A14,solute carrier family 25 member 14
203266_s_at,0.9590143,7.40E-01,-0.3328771,-5.77139,-0.03677329,MAP2K4,mitogen-activated protein kinase kinase 4
206267_s_at,0.9590143,7.40E-01,0.3328639,-5.77139,0.11062589,MATK,megakaryocyte-associated tyrosine kinase
218539_at,0.9591102,7.40E-01,-0.3326782,-5.77145,-0.0343937,FBXO34,F-box protein 34
204633_s_at,0.9591102,7.40E-01,-0.3326508,-5.77145,-0.0528614,RPS6KA5,ribosomal protein S6 kinase A5
214983_at,0.9591241,7.40E-01,-0.3325793,-5.77148,-0.0531054,TTTY15,"testis-specific transcript, Y-linked 15 (non-protein coding)"
202902_s_at,0.9591263,7.41E-01,0.3324139,-5.77153,0.11830473,CTSS,cathepsin S
214789_x_at,0.9591263,7.41E-01,0.3323622,-5.77154,0.05450765,SRSF8,serine and arginine rich splicing factor 8
217215_s_at,0.9591263,7.41E-01,0.3323514,-5.77155,0.04586008,,
212128_s_at,0.9591263,7.41E-01,0.3323175,-5.77156,0.06288906,DAG1,dystroglycan 1
201140_s_at,0.9591263,7.41E-01,-0.3321969,-5.77159,-0.07488669,RAB5C,"RAB5C, member RAS oncogene family"
214055_x_at,0.9591263,7.41E-01,-0.3320817,-5.77163,-0.06629093,PRRC2C,proline rich coiled-coil 2C
221414_s_at,0.9591263,7.41E-01,-0.332029,-5.77165,-0.06629452,DEFB126,defensin beta 126
220879_at,0.9591263,7.41E-01,0.3319864,-5.77166,0.07396841,,
208522_s_at,0.9591263,7.41E-01,0.33195,-5.77167,0.11978799,PTCH1,patched 1
212876_at,0.9591263,7.41E-01,-0.331917,-5.77168,-0.04982946,B4GALT4,"beta-1,4-galactosyltransferase 4"
211584_s_at,0.9591263,7.41E-01,-0.3318563,-5.7717,-0.0754672,NPAT,"nuclear protein, coactivator of histone transcription"
209362_at,0.9591263,7.41E-01,0.3318151,-5.77171,0.04013499,LOC101928625///MED21,uncharacterized LOC101928625///mediator complex subunit 21
219067_s_at,0.9591263,7.41E-01,-0.3317412,-5.77173,-0.05071143,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component"
213637_at,0.9591263,7.41E-01,-0.331736,-5.77174,-0.05287073,DDX52,DEAD-box helicase 52
221781_s_at,0.9591263,7.41E-01,0.3317048,-5.77175,0.09129084,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10
214209_s_at,0.9591263,7.41E-01,0.3316609,-5.77176,0.12215981,ABCB9,ATP binding cassette subfamily B member 9
205498_at,0.9593898,7.41E-01,0.3313278,-5.77186,0.09613848,GHR,growth hormone receptor
215935_at,0.9593898,7.41E-01,-0.3312756,-5.77188,-0.07696205,SPATA31A5///SPATA31A3///SPATA31A1///SPATA31A6///SPATA31A7,SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7
218267_at,0.9594493,7.42E-01,0.3311572,-5.77191,0.03393412,CINP,cyclin dependent kinase 2 interacting protein
220889_s_at,0.9595442,7.42E-01,-0.3310024,-5.77196,-0.0935035,CA10,carbonic anhydrase 10
35776_at,0.9595559,7.42E-01,0.3308855,-5.772,0.07997056,ITSN1,intersectin 1
219198_at,0.9595559,7.42E-01,-0.3308758,-5.772,-0.04236645,GTF3C4,general transcription factor IIIC subunit 4
208505_s_at,0.9596014,7.42E-01,0.330658,-5.77207,0.08273496,FUT2,fucosyltransferase 2
201879_at,0.9596014,7.42E-01,0.3306305,-5.77208,0.0361348,ARIH1,ariadne RBR E3 ubiquitin protein ligase 1
216716_at,0.9596014,7.42E-01,0.3306004,-5.77208,0.0559165,ABO,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)"
214934_at,0.9596014,7.42E-01,0.3305897,-5.77209,0.04324839,ATP9B,ATPase phospholipid transporting 9B (putative)
213109_at,0.9596014,7.42E-01,0.3305001,-5.77212,0.06231587,TNIK,TRAF2 and NCK interacting kinase
212600_s_at,0.9596014,7.42E-01,-0.3303912,-5.77215,-0.03739354,UQCRC2,ubiquinol-cytochrome c reductase core protein II
222053_at,0.9596014,7.42E-01,-0.3303783,-5.77215,-0.11844374,TAF6L,TATA-box binding protein associated factor 6 like
212465_at,0.9596014,7.42E-01,-0.3302743,-5.77218,-0.04845202,SETD3,SET domain containing 3
202732_at,0.9596014,7.42E-01,0.3302582,-5.77219,0.14889527,PKIG,"protein kinase (cAMP-dependent, catalytic) inhibitor gamma"
203696_s_at,0.9596014,7.42E-01,-0.3302459,-5.77219,-0.04970291,RFC2,replication factor C subunit 2
218801_at,0.9596014,7.42E-01,0.330091,-5.77224,0.12845009,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2
220176_at,0.9596014,7.42E-01,-0.3300022,-5.77227,-0.07420494,NUBPL,nucleotide binding protein like
210658_s_at,0.9596014,7.42E-01,0.3299957,-5.77227,0.08240298,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
209181_s_at,0.9596014,7.42E-01,-0.3299625,-5.77228,-0.0672446,SNORD45C///SNORD45A///SNORD45B///RABGGTB,"small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit"
204776_at,0.9596014,7.42E-01,0.3299278,-5.77229,0.06647028,THBS4,thrombospondin 4
210314_x_at,0.9596014,7.42E-01,0.3299032,-5.7723,0.21943912,TNFSF13,tumor necrosis factor superfamily member 13
91952_at,0.9596014,7.43E-01,0.329758,-5.77234,0.05386028,DCAF15,DDB1 and CUL4 associated factor 15
206009_at,0.9596014,7.43E-01,0.3297263,-5.77235,0.08292767,ITGA9,integrin subunit alpha 9
203272_s_at,0.9596014,7.43E-01,0.3296697,-5.77237,0.04034637,TUSC2,tumor suppressor candidate 2
208698_s_at,0.9596014,7.43E-01,-0.329619,-5.77238,-0.0377848,NONO,"non-POU domain containing, octamer-binding"
214291_at,0.9596014,7.43E-01,-0.3295677,-5.7724,-0.05304472,RPL17-C18orf32///SNORD58C///SNORD58A///SNORD58B///RPL17,"RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17"
37590_g_at,0.9596014,7.43E-01,-0.3294091,-5.77245,-0.04436173,,
221184_at,0.9596014,7.43E-01,0.3293756,-5.77246,0.08996111,,
203854_at,0.9596014,7.43E-01,-0.3292418,-5.7725,-0.07429209,CFI,complement factor I
64883_at,0.9596014,7.43E-01,0.3292401,-5.7725,0.06580578,MOSPD2,motile sperm domain containing 2
209677_at,0.9596014,7.43E-01,0.3292155,-5.77251,0.0972249,PRKCI,protein kinase C iota
205672_at,0.9596014,7.43E-01,0.3291813,-5.77252,0.0485175,XPA,"XPA, DNA damage recognition and repair factor"
207658_s_at,0.9596014,7.43E-01,-0.3291281,-5.77253,-0.05452353,FOXG1,forkhead box G1
201911_s_at,0.9596014,7.43E-01,0.3289782,-5.77258,0.10092281,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
211514_at,0.9596014,7.43E-01,0.3289356,-5.77259,0.08347724,DSTYK,dual serine/threonine and tyrosine protein kinase
200957_s_at,0.9596014,7.43E-01,-0.3289112,-5.7726,-0.04271861,SSRP1,structure specific recognition protein 1
210714_at,0.9596014,7.43E-01,0.328887,-5.77261,0.06340391,R3HDM1,R3H domain containing 1
210015_s_at,0.9596014,7.43E-01,0.3285785,-5.7727,0.0965537,MAP2,microtubule associated protein 2
209361_s_at,0.9596014,7.44E-01,0.3285077,-5.77272,0.07663413,PCBP4,poly(rC) binding protein 4
202007_at,0.9596014,7.44E-01,0.3284909,-5.77273,0.22960829,NID1,nidogen 1
207467_x_at,0.9596014,7.44E-01,-0.3284217,-5.77275,-0.06594587,CAST,calpastatin
209768_s_at,0.9596014,7.44E-01,0.3283711,-5.77276,0.10158062,SEPT5-GP1BB,SEPT5-GP1BB readthrough
211827_s_at,0.9596014,7.44E-01,-0.3283234,-5.77278,-0.0914064,KCND3,potassium voltage-gated channel subfamily D member 3
218361_at,0.9596014,7.44E-01,-0.3283102,-5.77278,-0.11540786,GOLPH3L,golgi phosphoprotein 3 like
203046_s_at,0.9596014,7.44E-01,-0.3282843,-5.77279,-0.06842873,TIMELESS,timeless circadian clock
208190_s_at,0.9596014,7.44E-01,-0.328273,-5.77279,-0.16729624,LSR,lipolysis stimulated lipoprotein receptor
40829_at,0.9596014,7.44E-01,-0.3282646,-5.7728,-0.04845359,WDTC1,WD and tetratricopeptide repeats 1
205017_s_at,0.9596014,7.44E-01,0.3282151,-5.77281,0.10614665,MBNL2,muscleblind like splicing regulator 2
221135_s_at,0.9596014,7.44E-01,0.3281952,-5.77282,0.04695016,ASTE1,asteroid homolog 1 (Drosophila)
221526_x_at,0.9596014,7.44E-01,-0.32818,-5.77282,-0.06052004,PARD3,par-3 family cell polarity regulator
212628_at,0.9596014,7.44E-01,0.3281621,-5.77283,0.05851326,PKN2,protein kinase N2
214379_at,0.9596014,7.44E-01,0.3281154,-5.77284,0.09341421,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
218896_s_at,0.9596014,7.44E-01,-0.3280577,-5.77286,-0.04864963,NCBP3,nuclear cap binding subunit 3
204363_at,0.9596014,7.44E-01,0.3280246,-5.77287,0.09763717,F3,"coagulation factor III, tissue factor"
210380_s_at,0.9596072,7.44E-01,-0.3279614,-5.77289,-0.12085755,CACNA1G,calcium voltage-gated channel subunit alpha1 G
201446_s_at,0.9596355,7.44E-01,-0.3278479,-5.77292,-0.03497008,TIA1,TIA1 cytotoxic granule-associated RNA binding protein
216257_at,0.9596355,7.44E-01,0.3278179,-5.77293,0.06941497,SERPINB13,serpin family B member 13
220408_x_at,0.9597373,7.44E-01,-0.3276558,-5.77298,-0.03681275,SUPT20H,"SPT20 homolog, SAGA complex component"
201950_x_at,0.9597848,7.44E-01,0.3275353,-5.77302,0.04453842,CAPZB,capping actin protein of muscle Z-line beta subunit
201836_s_at,0.9597848,7.44E-01,-0.3274925,-5.77303,-0.03992463,SUPT7L,SPT7-like STAGA complex gamma subunit
207024_at,0.9598528,7.44E-01,0.3273145,-5.77309,0.04985182,CHRND,cholinergic receptor nicotinic delta subunit
210013_at,0.9598528,7.44E-01,0.3272671,-5.7731,0.09995085,HPX,hemopexin
206781_at,0.9598528,7.44E-01,0.3272343,-5.77311,0.06145494,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4
210482_x_at,0.9598528,7.45E-01,0.3271936,-5.77312,0.0834725,MAP2K5,mitogen-activated protein kinase kinase 5
201430_s_at,0.9599933,7.45E-01,-0.3266628,-5.77328,-0.09548636,DPYSL3,dihydropyrimidinase like 3
205100_at,0.9599933,7.45E-01,0.3265686,-5.77331,0.08252918,GFPT2,glutamine-fructose-6-phosphate transaminase 2
219932_at,0.9599933,7.45E-01,0.3265476,-5.77332,0.09668201,SLC27A6,solute carrier family 27 member 6
205130_at,0.9599933,7.45E-01,0.3265184,-5.77333,0.04758585,MOK,MOK protein kinase
203089_s_at,0.9599933,7.45E-01,0.3265099,-5.77333,0.06333021,HTRA2,HtrA serine peptidase 2
218155_x_at,0.9599933,7.45E-01,0.3264679,-5.77334,0.05919402,TSR1,"TSR1, ribosome maturation factor"
207610_s_at,0.9599933,7.45E-01,0.3263793,-5.77337,0.18677089,ADGRE2,adhesion G protein-coupled receptor E2
218676_s_at,0.9599933,7.45E-01,-0.32637,-5.77337,-0.15620798,PCTP,phosphatidylcholine transfer protein
213349_at,0.9599933,7.45E-01,0.3263526,-5.77338,0.04728902,TMCC1,transmembrane and coiled-coil domain family 1
212290_at,0.9599933,7.45E-01,0.3262864,-5.7734,0.05542661,SLC7A1,solute carrier family 7 member 1
